## [BeGaze]
## Converted from:	C:\Users\Langcog Admin\Desktop\RefLook\Reflook 4\Reflook4 CDM data\061312_4-eye_data.idf
## Date:	13.06.2012 18:38:08
## Version:	BeGaze 3.1.111
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	975
## Reversed:	none
## [Run]
## Subject:	061312_4
## Description:	Run55
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR
##
Time,Type,Trial,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Stimulus
4614429367,SMP,1,0.00,0.00,0.00,0.00,-
4614502063,SMP,1,822.35,685.62,822.35,685.62,-
4614510271,SMP,1,816.15,687.32,816.15,687.32,-
4614518465,SMP,1,811.02,689.20,811.02,689.20,-
4614526883,SMP,1,813.31,654.83,813.31,654.83,-
4614535240,SMP,1,826.36,680.30,826.36,680.30,-
4614543560,SMP,1,815.54,672.68,815.54,672.68,-
4614551894,SMP,1,814.79,690.70,814.79,690.70,-
4614560239,SMP,1,817.55,672.30,817.55,672.30,-
4614568741,SMP,1,823.48,680.17,823.48,680.17,-
4614576907,SMP,1,821.72,668.03,821.72,668.03,-
4614585254,SMP,1,820.94,683.89,820.94,683.89,-
4614593568,SMP,1,824.71,684.93,824.71,684.93,-
4614602010,SMP,1,827.26,697.16,827.26,697.16,-
4614610230,SMP,1,799.88,670.56,799.88,670.56,-
4614618768,SMP,1,815.15,700.90,815.15,700.90,-
4614626977,SMP,1,817.00,651.92,817.00,651.92,-
4614635538,SMP,1,830.56,700.19,830.56,700.19,-
4614643625,SMP,1,819.27,647.98,819.27,647.98,-
4614651985,SMP,1,819.48,582.02,819.48,582.02,-
4614660337,SMP,1,813.84,654.48,813.84,654.48,-
4614668665,SMP,1,816.61,692.39,816.61,692.39,-
4614677024,SMP,1,814.66,683.18,814.66,683.18,-
4614685361,SMP,1,807.51,670.13,807.51,670.13,-
4614693768,SMP,1,811.11,635.72,811.11,635.72,-
4614702008,SMP,1,808.46,623.57,808.46,623.57,-
4614710399,SMP,1,808.44,674.24,808.44,674.24,-
4614718764,SMP,1,810.03,640.87,810.03,640.87,-
4614727107,SMP,1,808.61,645.12,808.61,645.12,-
4614735387,SMP,1,808.48,648.09,808.48,648.09,-
4614743773,SMP,1,804.65,649.21,804.65,649.21,-
4614752096,SMP,1,806.32,673.16,806.32,673.16,-
4614760493,SMP,1,804.30,666.84,804.30,666.84,-
4614768739,SMP,1,795.12,641.61,795.12,641.61,-
4614777153,SMP,1,805.21,613.00,805.21,613.00,-
4614785450,SMP,1,805.40,664.77,805.40,664.77,-
4614793877,SMP,1,810.70,640.15,810.70,640.15,-
4614802142,SMP,1,903.41,492.53,903.41,492.53,-
4614810514,SMP,1,820.08,674.96,820.08,674.96,-
4614818877,SMP,1,827.49,602.48,827.49,602.48,-
4614827095,SMP,1,826.17,663.23,826.17,663.23,-
4614835483,SMP,1,822.47,682.34,822.47,682.34,-
4614843880,SMP,1,818.87,656.89,818.87,656.89,-
4614852234,SMP,1,821.39,655.42,821.39,655.42,-
4614860549,SMP,1,822.40,664.71,822.40,664.71,-
4614868880,SMP,1,826.02,666.30,826.02,666.30,-
4614877263,SMP,1,828.38,663.21,828.38,663.21,-
4614885608,SMP,1,828.39,643.61,828.39,643.61,-
4614893874,SMP,1,824.88,674.56,824.88,674.56,-
4614902252,SMP,1,822.17,684.77,822.17,684.77,-
4614910615,SMP,1,824.60,664.66,824.60,664.66,-
4614918986,SMP,1,821.87,688.14,821.87,688.14,-
4614927233,SMP,1,822.34,672.87,822.34,672.87,-
4614935611,SMP,1,0.00,0.00,0.00,0.00,-
4614944013,SMP,1,0.00,0.00,0.00,0.00,-
4614952208,SMP,1,0.00,0.00,0.00,0.00,-
4614960650,SMP,1,0.00,0.00,0.00,0.00,-
4614968962,SMP,1,0.00,0.00,0.00,0.00,-
4614977407,SMP,1,0.00,0.00,0.00,0.00,-
4614985606,SMP,1,0.00,0.00,0.00,0.00,-
