## [BeGaze]
## Converted from:	C:\Users\Langcog Admin\Desktop\RefLook\Reflook 4\Reflook4 CDM data 0703-0719\070312_10-1-eye_data.idf
## Date:	03.07.2012 21:01:13
## Version:	BeGaze 3.1.134
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	900
## Reversed:	none
## [Run]
## Subject:	070312_10 (1)
## Description:	Run9
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR
##
Time,Type,Trial,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Stimulus
3689336300,SMP,1,0.00,0.00,0.00,0.00,-
3689386485,SMP,1,0.00,0.00,0.00,0.00,-
3689436174,SMP,1,0.00,0.00,0.00,0.00,-
3689486309,SMP,1,0.00,0.00,0.00,0.00,-
3689536491,SMP,1,0.00,0.00,0.00,0.00,-
3689586382,SMP,1,0.00,0.00,0.00,0.00,-
3689636321,SMP,1,0.00,0.00,0.00,0.00,-
3689686361,SMP,1,0.00,0.00,0.00,0.00,-
3689736339,SMP,1,0.00,0.00,0.00,0.00,-
3689786648,SMP,1,0.00,0.00,0.00,0.00,-
3689836653,SMP,1,0.00,0.00,0.00,0.00,-
3689886616,SMP,1,0.00,0.00,0.00,0.00,-
3689936483,SMP,1,0.00,0.00,0.00,0.00,-
3690009485,SMP,1,0.00,0.00,0.00,0.00,-
3690017508,SMP,1,0.00,0.00,0.00,0.00,-
3690025800,SMP,1,743.94,-35.88,743.94,-35.88,-
3690034308,SMP,1,0.00,-0.64,0.00,-0.64,-
3690042587,SMP,1,0.00,-0.63,0.00,-0.63,-
3690050847,SMP,1,808.85,-72.74,808.85,-72.74,-
3690059196,SMP,1,945.46,-4.49,945.46,-4.49,-
3690067617,SMP,1,834.39,-15.09,834.39,-15.09,-
3690076032,SMP,1,0.00,-4.82,0.00,-4.82,-
3690084212,SMP,1,0.00,-4.73,0.00,-4.73,-
3690092637,SMP,1,733.79,-26.06,733.79,-26.06,-
3690101189,SMP,1,715.75,-0.16,715.75,-0.16,-
3690109356,SMP,1,0.00,-4.84,0.00,-4.84,-
3690117619,SMP,1,710.60,-43.45,710.60,-43.45,-
3690126120,SMP,1,707.06,-44.44,707.06,-44.44,-
3690134371,SMP,1,719.91,5.50,719.91,5.50,-
3690142611,SMP,1,714.46,33.57,714.46,33.57,-
3690150957,SMP,1,719.80,39.39,719.80,39.39,-
3690159367,SMP,1,715.18,15.53,715.18,15.53,-
3690167757,SMP,1,734.16,49.06,734.16,49.06,-
3690184373,SMP,1,745.37,32.70,745.37,32.70,-
3690192742,SMP,1,807.48,-60.90,807.48,-60.90,-
3690201136,SMP,1,730.33,53.82,730.33,53.82,-
3690209355,SMP,1,758.91,-48.00,758.91,-48.00,-
3690217703,SMP,1,801.62,-68.96,801.62,-68.96,-
3690226396,SMP,1,777.73,59.44,777.73,59.44,-
3690234506,SMP,1,610.11,974.67,610.11,974.67,-
3690242741,SMP,1,761.84,-64.72,761.84,-64.72,-
3690251115,SMP,1,720.96,66.45,720.96,66.45,-
3690259496,SMP,1,751.70,58.58,751.70,58.58,-
3690267871,SMP,1,774.76,32.56,774.76,32.56,-
3690276165,SMP,1,746.36,18.14,746.36,18.14,-
3690284452,SMP,1,773.12,-2.84,773.12,-2.84,-
3690292877,SMP,1,725.79,-27.10,725.79,-27.10,-
3690301119,SMP,1,717.39,136.77,717.39,136.77,-
3690309502,SMP,1,730.68,83.31,730.68,83.31,-
3690317851,SMP,1,727.06,-2.94,727.06,-2.94,-
3690326196,SMP,1,702.01,147.47,702.01,147.47,-
3690334488,SMP,1,719.82,143.17,719.82,143.17,-
3690342868,SMP,1,738.52,143.90,738.52,143.90,-
3690351220,SMP,1,728.82,24.89,728.82,24.89,-
3690359605,SMP,1,755.25,1.40,755.25,1.40,-
3690367933,SMP,1,785.57,-8.36,785.57,-8.36,-
3690376208,SMP,1,736.32,134.71,736.32,134.71,-
3690384597,SMP,1,753.45,108.02,753.45,108.02,-
3690392976,SMP,1,733.67,92.81,733.67,92.81,-
3690401247,SMP,1,731.62,120.83,731.62,120.83,-
3690409623,SMP,1,776.92,-5.26,776.92,-5.26,-
3690417998,SMP,1,749.00,90.91,749.00,90.91,-
3690426221,SMP,1,735.93,88.34,735.93,88.34,-
3690434638,SMP,1,754.01,97.28,754.01,97.28,-
3690443134,SMP,1,762.69,87.63,762.69,87.63,-
3690451365,SMP,1,760.64,-23.94,760.64,-23.94,-
3690459618,SMP,1,768.09,86.59,768.09,86.59,-
3690467960,SMP,1,794.88,-2.91,794.88,-2.91,-
3690476377,SMP,1,743.87,77.97,743.87,77.97,-
3690484721,SMP,1,757.07,113.99,757.07,113.99,-
3690492970,SMP,1,760.25,155.26,760.25,155.26,-
3690501363,SMP,1,753.77,80.26,753.77,80.26,-
3690509742,SMP,1,752.38,145.49,752.38,145.49,-
3690518130,SMP,1,771.02,82.07,771.02,82.07,-
3690526348,SMP,1,772.43,183.90,772.43,183.90,-
3690534688,SMP,1,787.73,143.97,787.73,143.97,-
3690543132,SMP,1,807.58,122.54,807.58,122.54,-
3690551346,SMP,1,782.75,174.39,782.75,174.39,-
3690559708,SMP,1,780.16,83.88,780.16,83.88,-
3690568127,SMP,1,781.50,161.68,781.50,161.68,-
3690576478,SMP,1,789.63,43.49,789.63,43.49,-
3690584730,SMP,1,852.27,23.32,852.27,23.32,-
3690593111,SMP,1,930.19,34.05,930.19,34.05,-
3690601488,SMP,1,889.30,125.80,889.30,125.80,-
3690609871,SMP,1,796.99,155.38,796.99,155.38,-
3690618119,SMP,1,791.91,178.38,791.91,178.38,-
3690626503,SMP,1,793.25,262.47,793.25,262.47,-
3690634828,SMP,1,781.55,76.34,781.55,76.34,-
3690643213,SMP,1,784.60,296.80,784.60,296.80,-
3690652030,SMP,1,794.27,119.49,794.27,119.49,-
3690659864,SMP,1,789.25,275.81,789.25,275.81,-
3690668234,SMP,1,792.38,312.01,792.38,312.01,-
3690676592,SMP,1,819.69,300.33,819.69,300.33,-
3690684853,SMP,1,785.20,316.10,785.20,316.10,-
3690693255,SMP,1,805.25,323.36,805.25,323.36,-
3690701607,SMP,1,791.12,336.33,791.12,336.33,-
3690709865,SMP,1,778.61,354.47,778.61,354.47,-
3690718230,SMP,1,0.00,1.81,0.00,1.81,-
3690726566,SMP,1,719.53,337.41,719.53,337.41,-
3690734948,SMP,1,543.55,327.83,543.55,327.83,-
3690743205,SMP,1,524.25,170.01,524.25,170.01,-
3690751603,SMP,1,317.22,75.37,317.22,75.37,-
3690759956,SMP,1,0.00,1.42,0.00,1.42,-
3690768362,SMP,1,0.00,0.94,0.00,0.94,-
3690776577,SMP,1,0.00,0.70,0.00,0.70,-
3690784972,SMP,1,0.00,0.56,0.00,0.56,-
3690793333,SMP,1,0.00,0.46,0.00,0.46,-
3690801601,SMP,1,27.88,-4.93,27.88,-4.93,-
3690809970,SMP,1,3.69,7.19,3.69,7.19,-
3690818357,SMP,1,2.43,0.37,2.43,0.37,-
3690826758,SMP,1,-53.51,-7.73,-53.51,-7.73,-
3690851738,SMP,1,1.60,-1.81,1.60,-1.81,-
3690860075,SMP,1,1.42,-1.88,1.42,-1.88,-
3690868331,SMP,1,1.37,-1.84,1.37,-1.84,-
3690876727,SMP,1,1.33,-1.80,1.33,-1.80,-
3690885068,SMP,1,501.56,120.55,501.56,120.55,-
3690893459,SMP,1,618.38,76.57,618.38,76.57,-
3690901702,SMP,1,-44.27,-29.60,-44.27,-29.60,-
3690910105,SMP,1,453.48,91.16,453.48,91.16,-
3690918472,SMP,1,-2.17,-3.43,-2.17,-3.43,-
3690926850,SMP,1,508.71,58.51,508.71,58.51,-
3690935114,SMP,1,-1.56,0.47,-1.56,0.47,-
3690943401,SMP,1,446.35,55.00,446.35,55.00,-
3690951827,SMP,1,640.49,1015.92,640.49,1015.92,-
3690960087,SMP,1,645.51,1016.35,645.51,1016.35,-
3690968492,SMP,1,647.91,1016.71,647.91,1016.71,-
3690976852,SMP,1,-2.51,3.71,-2.51,3.71,-
3690985231,SMP,1,-1.83,2.46,-1.83,2.46,-
3690993444,SMP,1,351.24,-87.42,351.24,-87.42,-
3691001866,SMP,1,679.48,63.05,679.48,63.05,-
3691010224,SMP,1,445.64,27.55,445.64,27.55,-
3691018604,SMP,1,137.91,-2.45,137.91,-2.45,-
3691026793,SMP,1,678.43,235.29,678.43,235.29,-
3691035235,SMP,1,614.22,241.87,614.22,241.87,-
3691043578,SMP,1,628.87,275.15,628.87,275.15,-
3691051936,SMP,1,704.84,302.11,704.84,302.11,-
3691060225,SMP,1,598.36,281.33,598.36,281.33,-
3691068621,SMP,1,677.26,289.49,677.26,289.49,-
3691076951,SMP,1,621.41,293.89,621.41,293.89,-
3691085218,SMP,1,580.62,307.39,580.62,307.39,-
3691093664,SMP,1,612.91,303.28,612.91,303.28,-
3691101994,SMP,1,708.75,92.56,708.75,92.56,-
3691110352,SMP,1,853.70,577.36,853.70,577.36,-
3691118601,SMP,1,671.79,307.81,671.79,307.81,-
3691127026,SMP,1,711.87,312.17,711.87,312.17,-
3691135368,SMP,1,642.95,323.83,642.95,323.83,-
3691143724,SMP,1,815.13,170.78,815.13,170.78,-
3691151943,SMP,1,795.25,157.58,795.25,157.58,-
3691160353,SMP,1,822.90,147.72,822.90,147.72,-
3691168726,SMP,1,832.17,151.81,832.17,151.81,-
3691177092,SMP,1,825.97,349.37,825.97,349.37,-
3691185328,SMP,1,893.14,358.89,893.14,358.89,-
3691193648,SMP,1,920.54,362.91,920.54,362.91,-
3691202093,SMP,1,792.73,157.96,792.73,157.96,-
3691210329,SMP,1,911.44,376.31,911.44,376.31,-
3691218690,SMP,1,816.71,159.96,816.71,159.96,-
3691227086,SMP,1,812.21,153.41,812.21,153.41,-
3691235488,SMP,1,812.95,156.31,812.95,156.31,-
3691243696,SMP,1,823.42,166.60,823.42,166.60,-
3691252118,SMP,1,827.64,163.90,827.64,163.90,-
3691260475,SMP,1,818.43,184.65,818.43,184.65,-
3691268866,SMP,1,801.31,208.07,801.31,208.07,-
3691277136,SMP,1,815.01,205.78,815.01,205.78,-
3691285468,SMP,1,808.66,213.32,808.66,213.32,-
3691293864,SMP,1,814.36,218.21,814.36,218.21,-
3691302245,SMP,1,812.01,224.01,812.01,224.01,-
3691310447,SMP,1,811.39,227.15,811.39,227.15,-
3691318865,SMP,1,817.96,218.70,817.96,218.70,-
3691327211,SMP,1,830.27,215.33,830.27,215.33,-
3691335493,SMP,1,825.30,221.32,825.30,221.32,-
3691343789,SMP,1,815.41,233.06,815.41,233.06,-
3691352186,SMP,1,832.36,216.91,832.36,216.91,-
3691360552,SMP,1,817.99,226.76,817.99,226.76,-
3691368865,SMP,1,840.27,218.10,840.27,218.10,-
3691377255,SMP,1,820.87,228.16,820.87,228.16,-
