sub_id,x,y,t,trial_id
052212_2,929.15,90.13999999999999,159179.159,1
052212_2,928.24,92.28999999999996,159187.602,1
052212_2,927.03,89.32000000000005,159195.939,1
052212_2,927.99,93.13999999999999,159204.282,1
052212_2,928.97,96.51999999999998,159212.515,1
052212_2,929.3,95.67999999999995,159220.964,1
052212_2,929.36,116.45000000000005,159229.302,1
052212_2,929.45,102.50999999999999,159237.653,1
052212_2,929.28,101.25,159245.905,1
052212_2,928.24,108.63999999999999,159254.327,1
052212_2,928.62,112.10000000000002,159262.658,1
052212_2,927.78,104.62,159271.021,1
052212_2,929.17,111.63999999999999,159279.293,1
052212_2,928.13,112.59000000000003,159287.742,1
052212_2,928.49,111.44000000000005,159296.06,1
052212_2,929.81,109.07000000000005,159304.477,1
052212_2,930.1,116.57000000000005,159312.641,1
052212_2,927.87,111.75999999999999,159321.2,1
052212_2,929.06,113.37,159329.435,1
052212_2,927.52,109.42999999999995,159337.683,1
052212_2,942.62,119.14999999999998,159346.024,1
052212_2,1010.03,127.38999999999999,159354.523,1
052212_2,1001.82,126.89999999999998,159362.859,1
052212_2,1104.91,156.26999999999998,159371.061,1
052212_2,1113.46,184.66999999999996,159379.365,1
052212_2,1111.58,180.83000000000004,159387.829,1
052212_2,1113.46,193.75,159396.203,1
052212_2,1113.21,195.69000000000005,159404.432,1
052212_2,1113.71,199.60000000000002,159412.826,1
052212_2,1114.54,201.10000000000002,159421.282,1
052212_2,1115.27,200.57000000000005,159429.519,1
052212_2,1115.52,201.59000000000003,159437.809,1
052212_2,1116.93,204.08000000000004,159446.159,1
052212_2,1117.56,208.60000000000002,159454.559,1
052212_2,1117.46,208.37,159462.86,1
052212_2,1116.98,208.86,159471.158,1
052212_2,1118.17,209.83000000000004,159479.543,1
052212_2,1118.69,209.24,159487.954,1
052212_2,1118.08,209.83000000000004,159496.187,1
052212_2,1119.13,209.76999999999998,159504.572,1
052212_2,1118.87,210.28999999999996,159512.91,1
052212_2,1117.55,210.16999999999996,159521.292,1
052212_2,1117.77,211.88,159529.569,1
052212_2,1117.94,211.11,159538.023,1
052212_2,1123.37,212.26,159546.3,1
052212_2,1135.97,216.63,159554.691,1
052212_2,1150.62,222.74,159562.96,1
052212_2,1153.36,222.79999999999995,159571.3,1
052212_2,1164.62,226.61,159579.672,1
052212_2,1166.05,236.26,159587.991,1
052212_2,1168.56,233.24,159596.322,1
052212_2,1170.45,233.96000000000004,159604.698,1
052212_2,1172.18,237.22000000000003,159613.134,1
052212_2,1175.18,238.72000000000003,159621.314,1
052212_2,1174.8,242.29999999999995,159629.699,1
052212_2,1176.17,242.11,159638.016,1
052212_2,1178.21,242.99,159646.399,1
052212_2,1178.38,243.01999999999998,159654.91,1
052212_2,1178.59,243.32000000000005,159663.063,1
052212_2,1178.35,243.48000000000002,159671.438,1
052212_2,1178.09,243.49,159679.765,1
052212_2,1178.03,243.59000000000003,159688.114,1
052212_2,1178.78,245.45000000000005,159696.449,1
052212_2,1178.44,245.14999999999998,159704.788,1
052212_2,1178.33,247.39,159713.159,1
052212_2,1179.22,246.51999999999998,159721.557,1
052212_2,1180.02,247.38,159729.824,1
052212_2,1180.3,248.05999999999995,159738.176,1
052212_2,1181.58,245.90999999999997,159746.407,1
052212_2,1180.9,247.09000000000003,159754.838,1
052212_2,1180.8,247.82000000000005,159763.149,1
052212_2,1182.8,248.14999999999998,159771.552,1
052212_2,1182.29,248.14999999999998,159779.793,1
052212_2,1181.03,247.88,159788.284,1
052212_2,1181.95,247.16999999999996,159796.555,1
052212_2,1181.07,247.03999999999996,159804.935,1
052212_2,1182.41,247.38,159813.144,1
052212_2,1181.67,248.05999999999995,159821.596,1
052212_2,1181.84,247.92999999999995,159829.896,1
052212_2,1179.88,249.73000000000002,159838.303,1
052212_2,1180.92,250.78999999999996,159846.537,1
052212_2,1180.09,250.79999999999995,159854.968,1
052212_2,1180.14,250.79999999999995,159863.283,1
052212_2,1181.63,251.30999999999995,159871.558,1
052212_2,1180.86,251.46000000000004,159879.876,1
052212_2,1179.9,251.64,159888.304,1
052212_2,1179.07,251.46000000000004,159896.675,1
052212_2,1177.81,251.38,159904.924,1
052212_2,1177.09,250.36,159913.274,1
052212_2,1176.88,251.47000000000003,159921.984,1
052212_2,1176.79,250.25,159930.048,1
052212_2,1176.75,250.15999999999997,159938.251,1
052212_2,1176.82,250.78999999999996,159946.653,1
052212_2,1174.92,249.55999999999995,159955.138,1
052212_2,1174.91,250.71000000000004,159963.447,1
052212_2,1175.43,250.99,159971.648,1
052212_2,1174.6,250.76,159980.033,1
052212_2,1174.56,251.48000000000002,159988.519,1
052212_2,1174.36,250.47000000000003,159996.687,1
052212_2,1173.94,251.21000000000004,160005.02,1
052212_2,1172.09,250.39999999999998,160013.47,1
052212_2,1170.87,250.36,160021.782,1
052212_2,1171.1,250.79999999999995,160030.064,1
052212_2,1170.06,250.24,160038.394,1
052212_2,1169.9,250.13,160046.805,1
052212_2,1169.95,250.28999999999996,160055.199,1
052212_2,1169.33,250.26999999999998,160063.452,1
052212_2,1168.96,249.67999999999995,160071.892,1
052212_2,1168.73,249.34000000000003,160080.19,1
052212_2,1168.4,249.22000000000003,160088.438,1
052212_2,1169.09,249.84000000000003,160096.765,1
052212_2,1169.25,249.58000000000004,160105.222,1
052212_2,1170.67,249.96000000000004,160113.531,1
052212_2,1169.03,249.15999999999997,160121.855,1
052212_2,1170.73,250.89,160130.201,1
052212_2,1170.41,251.5,160138.518,1
052212_2,1169.87,250.90999999999997,160146.916,1
052212_2,1168.83,249.60000000000002,160155.224,1
052212_2,1168.8,250.75,160163.564,1
052212_2,1169.46,250.95000000000005,160171.956,1
052212_2,1168.09,250.83000000000004,160180.304,1
052212_2,1167.45,249.99,160188.568,1
052212_2,1170.37,249.21000000000004,160196.955,1
052212_2,1178.16,249.04999999999995,160205.278,1
052212_2,1180.47,249.17999999999995,160213.693,1
052212_2,1180.83,247.01,160221.942,1
052212_2,1185.98,246.71000000000004,160230.299,1
052212_2,1186.21,244.71000000000004,160238.64,1
052212_2,1190,246.01,160247.051,1
052212_2,1190.98,244.83000000000004,160255.319,1
052212_2,1194.82,245.23000000000002,160263.696,1
052212_2,1197.01,244.88,160272.022,1
052212_2,1197.54,245.05999999999995,160280.244,1
052212_2,1199.15,245.23000000000002,160288.693,1
052212_2,1199.11,244.45000000000005,160297.099,1
052212_2,1199.63,245.41999999999996,160305.413,1
052212_2,1199.99,244.67999999999995,160313.647,1
052212_2,1199.74,244.57000000000005,160322.079,1
052212_2,1197.06,245.41999999999996,160330.44,1
052212_2,1198.62,245.80999999999995,160338.795,1
052212_2,1200.19,245.91999999999996,160347.031,1
052212_2,1198.76,245.76999999999998,160355.466,1
052212_2,1198.05,245.23000000000002,160363.78,1
052212_2,1199.07,245.13,160372.223,1
052212_2,1197.62,245.39,160380.41,1
052212_2,1197.03,244.20000000000005,160388.79,1
052212_2,1197.55,243.09000000000003,160405.423,1
052212_2,1196.67,242.76999999999998,160413.769,1
052212_2,1195.98,243.70000000000005,160422.261,1
052212_2,1196.55,243.21000000000004,160430.528,1
052212_2,1196.05,242.57000000000005,160438.828,1
052212_2,1194.77,242.67999999999995,160447.115,1
052212_2,1193.56,241.57000000000005,160455.653,1
052212_2,1193.48,242.01999999999998,160463.92,1
052212_2,1191.18,241.83000000000004,160472.199,1
052212_2,1191.38,241.38,160480.479,1
052212_2,1190.21,242.20000000000005,160488.972,1
052212_2,1188.71,242.42999999999995,160497.275,1
052212_2,1187.96,242.92999999999995,160505.644,1
052212_2,1187.63,242.77999999999997,160513.884,1
052212_2,1187.73,243.42999999999995,160522.315,1
052212_2,1186.29,242.24,160530.541,1
052212_2,1184.9,243.03999999999996,160538.898,1
052212_2,1183.22,242.48000000000002,160547.257,1
052212_2,1181.85,241.45000000000005,160555.693,1
052212_2,1181.75,242.26999999999998,160563.919,1
052212_2,1181.31,243.52999999999997,160572.323,1
052212_2,1180.14,243.92999999999995,160580.621,1
052212_2,1174.12,287.76,160589.079,1
052212_2,1143.4,358.47,160597.263,1
052212_2,1113.54,396.65,160605.64,1
052212_2,1089.82,405.77,160614.014,1
052212_2,1078.07,442.47,160622.495,1
052212_2,1075.09,468.90999999999997,160630.659,1
052212_2,1072.85,465.28999999999996,160639.052,1
052212_2,1065.71,468.15999999999997,160647.366,1
052212_2,1070.98,469.59000000000003,160655.79,1
052212_2,1067.97,474.71000000000004,160664.001,1
052212_2,1061.42,475.67999999999995,160672.432,1
052212_2,1062.85,475.22,160681.548,1
052212_2,1058.57,477.74,160689.2,1
052212_2,1055.89,478.40999999999997,160697.417,1
052212_2,1054.99,478.32000000000005,160705.804,1
052212_2,1052.62,481.55999999999995,160714.138,1
052212_2,1051.34,481.15999999999997,160722.423,1
052212_2,1050.06,482.26,160730.789,1
052212_2,1050.51,483.92999999999995,160739.125,1
052212_2,1047.69,485.26,160747.586,1
052212_2,1045.71,483.85,160755.826,1
052212_2,1045.37,483.35,160764.166,1
052212_2,1043.32,485.26,160772.547,1
052212_2,1045.33,489.05999999999995,160780.879,1
052212_2,1043.34,487.25,160789.276,1
052212_2,1042.62,487.22,160797.574,1
052212_2,1039.34,485.04999999999995,160805.935,1
052212_2,1035.8,485.69000000000005,160814.694,1
052212_2,1029.64,486.92999999999995,160822.561,1
052212_2,1029.94,485.66999999999996,160830.89,1
052212_2,1024.43,486.52,160839.298,1
052212_2,1015.3,483.33000000000004,160847.483,1
052212_2,1022.49,485.99,160855.963,1
052212_2,1009.93,485.96000000000004,160864.251,1
052212_2,1007.46,477.54999999999995,160872.64,1
052212_2,1010.57,470.79999999999995,160880.941,1
052212_2,1020.17,407.74,160889.308,1
052212_2,1009.73,472.85,160897.667,1
052212_2,1005.25,482.03999999999996,160906.026,1
052212_2,1007.68,478.88,160914.248,1
052212_2,1003.64,455.63,160922.668,1
052212_2,1004.07,428.82000000000005,160931.032,1
052212_2,1007.39,419.45000000000005,160939.282,1
052212_2,1009.41,420.51,160947.608,1
052212_2,1007.61,414.20000000000005,160956.133,1
052212_2,1008.81,407.48,160964.418,1
052212_2,1008.19,414.77,160972.672,1
052212_2,1006.18,411.27,160981.06,1
052212_2,1006.32,409.85,160989.472,1
052212_2,1007.47,413.65,160997.787,1
052212_2,1007.54,412.65999999999997,161006.018,1
052212_2,1008.83,413.17999999999995,161014.38,1
052212_2,1008.42,410.38,161022.827,1
052212_2,1008.57,411.37,161031.158,1
052212_2,1003.67,411.32000000000005,161039.415,1
052212_2,1005.53,418.57000000000005,161047.773,1
052212_2,1001.99,412.70000000000005,161056.142,1
052212_2,1002.51,409.09000000000003,161064.517,1
052212_2,1000.97,413.62,161072.765,1
052212_2,1001.18,412.61,161081.126,1
052212_2,998.56,408.17999999999995,161089.564,1
052212_2,996.22,409.91999999999996,161097.758,1
052212_2,997.25,411.41999999999996,161106.171,1
052212_2,994.13,413.16999999999996,161114.503,1
052212_2,993.46,409.03,161123.026,1
052212_2,993.93,409.95000000000005,161131.165,1
052212_2,992.96,410.71000000000004,161139.528,1
052212_2,993.47,408.6,161147.89,1
052212_2,991.86,410.83000000000004,161156.302,1
052212_2,991.5,409.11,161164.541,1
052212_2,988.17,412.44000000000005,161172.944,1
052212_2,985.41,410.67999999999995,161181.26,1
052212_2,980.7,415.05999999999995,161189.794,1
052212_2,980.39,409.92999999999995,161197.915,1
052212_2,981.88,414.97,161206.257,1
052212_2,979.38,411.33000000000004,161214.607,1
052212_2,979.65,408.70000000000005,161222.982,1
052212_2,976.86,403.23,161231.243,1
052212_2,972.85,414.46000000000004,161239.749,1
052212_2,973.08,411.52,161247.989,1
052212_2,971.3,413.47,161256.326,1
052212_2,970.88,411.03,161264.624,1
052212_2,971.22,408.34000000000003,161272.972,1
052212_2,972.23,404.32000000000005,161281.361,1
052212_2,972.33,409.83000000000004,161289.808,1
052212_2,971.29,405.42999999999995,161297.992,1
052212_2,971.48,412,161306.393,1
052212_2,970.52,414.17999999999995,161314.746,1
052212_2,969.17,413.77,161323.07,1
052212_2,969.24,414.94000000000005,161331.393,1
052212_2,967.77,412.87,161339.788,1
052212_2,970.54,414.16999999999996,161348.003,1
052212_2,967.86,413.04999999999995,161356.422,1
052212_2,967.75,431.35,161364.78,1
052212_2,967.16,417.4,161373.147,1
052212_2,964.15,416.53,161381.374,1
052212_2,958.57,425.37,161389.828,1
052212_2,963.74,419.65,161398.163,1
052212_2,958.36,419.21000000000004,161406.537,1
052212_2,959.74,418.12,161415.629,1
052212_2,963,422.65999999999997,161423.173,1
052212_2,960.93,422.12,161431.515,1
052212_2,958.77,421.58000000000004,161439.881,1
052212_2,956.56,422.44000000000005,161448.091,1
052212_2,955.53,417.33000000000004,161456.596,1
052212_2,953.75,423.90999999999997,161464.922,1
052212_2,954.25,415.34000000000003,161473.277,1
052212_2,953.77,419.52,161481.491,1
052212_2,955.88,418.53999999999996,161489.917,1
052212_2,958.36,414.73,161498.254,1
052212_2,955.24,420.45000000000005,161506.52,1
052212_2,955.97,417.57000000000005,161514.862,1
052212_2,954.52,416.53,161523.294,1
052212_2,953.28,414.55999999999995,161531.663,1
052212_2,954.61,419.4,161539.839,1
052212_2,954.64,405.39,161548.264,1
052212_2,954.85,411.04999999999995,161556.67,1
052212_2,950.51,412.87,161565.052,1
052212_2,953.82,412.29999999999995,161573.269,1
052212_2,955.58,410.97,161581.632,1
052212_2,954.13,413.66999999999996,161590.053,1
052212_2,952.75,413.87,161598.397,1
052212_2,952.59,411.9,161606.759,1
052212_2,952.45,413.64,161614.992,1
052212_2,949.91,413.14,161623.566,1
052212_2,948.82,411.54999999999995,161631.668,1
052212_2,947.58,413.4,161640.007,1
052212_2,948.48,415.58000000000004,161648.334,1
052212_2,948.77,414.59000000000003,161656.898,1
052212_2,952.51,413.65999999999997,161664.985,1
052212_2,947.55,418.6,161673.423,1
052212_2,950.02,413.69000000000005,161681.772,1
052212_2,947.5,408.12,161690.741,1
052212_2,947.27,410.51,161698.373,1
052212_2,945.64,421.85,161706.8,1
052212_2,947.84,430.21000000000004,161715.097,1
052212_2,949.26,438.23,161723.651,1
052212_2,949.05,426.95000000000005,161731.789,1
052212_2,946.78,418.15999999999997,161740.136,1
052212_2,948.92,419.63,161748.502,1
052212_2,947.01,426.08000000000004,161756.826,1
052212_2,948.98,419.88,161765.159,1
052212_2,947.85,419.14,161773.539,1
052212_2,945.49,424.36,161781.903,1
052212_2,948.9,421.58000000000004,161790.181,1
052212_2,952.22,420.48,161798.557,1
052212_2,947.88,415.37,161806.931,1
052212_2,947.95,414.77,161815.265,1
052212_2,951.85,414.40999999999997,161823.531,1
052212_2,951.38,412.76,161831.859,1
052212_2,949.32,412,161840.255,1
052212_2,950.23,414.28,161848.607,1
052212_2,948.12,410.51,161856.923,1
052212_2,946.68,414.36,161865.272,1
052212_2,948.42,410.90999999999997,161873.639,1
052212_2,948.49,412.78,161881.994,1
052212_2,947.97,413.87,161890.299,1
052212_2,949.5,413.34000000000003,161898.632,1
052212_2,950.63,415.30999999999995,161907.016,1
052212_2,949.99,414.5,161915.235,1
052212_2,950.91,416.99,161923.649,1
052212_2,951.06,415.72,161932.052,1
052212_2,952.62,413.98,161940.407,1
052212_2,953.44,416.41999999999996,161948.621,1
052212_2,953.14,414.40999999999997,161957.062,1
052212_2,952.84,415.78999999999996,161965.396,1
052212_2,952.52,415.15,161973.716,1
052212_2,950.67,417.89,161981.981,1
052212_2,953.62,419.32000000000005,161990.408,1
052212_2,951.58,417.47,161998.788,1
052212_2,950.92,418.30999999999995,162007.154,1
052212_2,949.76,415.30999999999995,162015.334,1
052212_2,946.59,416.51,162023.858,1
052212_2,947.18,418.12,162032.138,1
052212_2,945.37,417.24,162040.371,1
052212_2,946.31,418.65999999999997,162048.73,1
052212_2,945.18,419.49,162057.158,1
052212_2,943.75,420.24,162065.576,1
052212_2,943.51,417.07000000000005,162073.753,1
052212_2,944.42,418.1,162082.134,1
052212_2,944.57,415.55999999999995,162098.906,1
052212_2,943.43,415.39,162107.159,1
052212_2,944.15,414.47,162115.497,1
052212_2,945.54,415.12,162123.951,1
052212_2,946.2,413.46000000000004,162132.289,1
052212_2,945.81,415.1,162140.516,1
052212_2,943.2,413.36,162148.843,1
052212_2,945.73,412.03,162157.289,1
052212_2,945.53,413.45000000000005,162165.534,1
052212_2,945.41,414.25,162173.89,1
052212_2,943.82,410.52,162182.296,1
052212_2,945.28,413.07000000000005,162190.543,1
052212_2,944.56,411.28999999999996,162198.885,1
052212_2,945.3,416.39,162207.246,1
052212_2,945.65,414.4,162216.048,1
052212_2,944,410.02,162223.997,1
052212_2,946.95,413.77,162232.248,1
052212_2,949.56,413.67999999999995,162240.598,1
052212_2,948.74,411.23,162249.091,1
052212_2,948.59,407.30999999999995,162257.422,1
052212_2,948.77,409.69000000000005,162265.654,1
052212_2,946.81,416.40999999999997,162273.986,1
052212_2,947.87,411.46000000000004,162282.397,1
052212_2,946.77,407.4,162290.861,1
052212_2,946.77,408.96000000000004,162299.004,1
052212_2,948.07,407.07000000000005,162307.391,1
052212_2,942.7,426.09000000000003,162315.741,1
052212_2,939.96,419.6,162324.012,1
052212_2,943.17,415.51,162332.408,1
052212_2,943.34,412.52,162340.74,1
052212_2,942.39,418.62,162349.594,1
052212_2,941.92,419.78999999999996,162357.377,1
052212_2,940.37,415.6,162365.745,1
052212_2,943.33,411.69000000000005,162374.148,1
052212_2,942.03,412.03,162383.23,1
052212_2,941.87,412.59000000000003,162390.77,1
052212_2,940.64,416.27,162399.166,1
052212_2,942.24,412.02,162407.487,1
052212_2,942.03,411.28999999999996,162415.869,1
052212_2,941.32,408.15,162424.196,1
052212_2,939.63,409.07000000000005,162432.557,1
052212_2,939.98,408.62,162440.884,1
052212_2,939.53,408.51,162449.111,1
052212_2,937.35,410.80999999999995,162457.511,1
052212_2,937.94,409.23,162465.898,1
052212_2,937.01,407.51,162474.267,1
052212_2,936.55,409.09000000000003,162482.541,1
052212_2,936.51,407.65,162490.916,1
052212_2,936.07,408.53,162499.293,1
052212_2,936.09,408.02,162507.63,1
052212_2,935.92,405.47,162515.869,1
052212_2,936.25,408.52,162524.274,1
052212_2,935.12,407.88,162532.66,1
052212_2,933.78,408.77,162541.02,1
052212_2,936.27,408.54999999999995,162549.247,1
052212_2,936.52,405.76,162557.747,1
052212_2,937.98,408.35,162566.028,1
052212_2,938.92,409.86,162574.259,1
052212_2,935.86,413.12,162582.81,1
052212_2,932.07,452.40999999999997,162591.025,1
052212_2,932.38,492.92999999999995,162599.404,1
052212_2,935.13,504.34000000000003,162607.607,1
052212_2,938.93,518.09,162616.035,1
052212_2,936.03,530.53,162624.432,1
052212_2,939.24,515.44,162632.809,1
052212_2,938,530.58,162640.984,1
052212_2,937.76,539.64,162649.342,1
052212_2,942.47,540,162657.788,1
052212_2,931.33,540.43,162666.135,1
052212_2,936.23,549.02,162674.337,1
052212_2,932.58,544.09,162682.864,1
052212_2,939.49,550.17,162691.161,1
052212_2,935.84,550.64,162699.401,1
052212_2,933.94,545.79,162707.763,1
052212_2,939.11,548.54,162716.079,1
052212_2,933.6,550.27,162724.484,1
052212_2,933.72,548.32,162732.81,1
052212_2,930.65,541.14,162741.119,1
052212_2,925.74,541.8,162749.515,1
052212_2,930.55,542.76,162757.967,1
052212_2,929.36,534.96,162766.112,1
052212_2,934.76,541.95,162774.508,1
052212_2,930.42,538.6,162782.939,1
052212_2,928.85,535.13,162791.355,1
052212_2,926.33,538.92,162799.547,1
052212_2,924.35,537.86,162807.897,1
052212_2,924.59,534.36,162816.719,1
052212_2,919.99,538.15,162824.642,1
052212_2,919.76,539.26,162833.009,1
052212_2,926.23,542.71,162841.238,1
052212_2,922.23,547.04,162849.588,1
052212_2,927.68,545.54,162858.422,1
052212_2,921.56,544.21,162866.251,1
052212_2,924.15,543.93,162874.652,1
052212_2,925.39,545.58,162882.965,1
052212_2,928.04,544.47,162891.223,1
052212_2,928.88,545.11,162899.65,1
052212_2,927.33,545.29,162907.958,1
052212_2,930.11,545.88,162916.345,1
052212_2,932.36,545.88,162924.681,1
052212_2,930.61,545.32,162933.023,1
052212_2,932.79,543.65,162941.385,1
052212_2,931.35,544.72,162949.746,1
052212_2,930.98,545.02,162958.067,1
052212_2,930.66,545.29,162966.395,1
052212_2,926.25,548.15,162974.742,1
052212_2,925.51,547.32,162983.028,1
052212_2,925.7,550.84,162991.415,1
052212_2,927.98,556.42,162999.791,1
052212_2,926.29,555.6,163008.088,1
052212_2,925.39,553.24,163016.391,1
052212_2,921.78,552.54,163024.767,1
052212_2,928.59,551.76,163033.124,1
052212_2,925.66,550.95,163041.472,1
052212_2,927.53,553.05,163049.727,1
052212_2,921.43,552.34,163058.159,1
052212_2,929.63,549.39,163066.481,1
052212_2,925.01,546.29,163074.891,1
052212_2,929.53,553.46,163083.105,1
052212_2,925.51,550.75,163091.565,1
052212_2,918.33,551,163099.9,1
052212_2,922.74,538.67,163108.208,1
052212_2,926.53,444.4,163116.49,1
052212_2,920.75,419.72,163124.921,1
052212_2,919.07,422.71000000000004,163133.246,1
052212_2,914.24,429.46000000000004,163141.501,1
052212_2,918.33,421.46000000000004,163149.864,1
052212_2,917.86,410.88,163158.291,1
052212_2,916.09,421.40999999999997,163166.658,1
052212_2,919.46,421.59000000000003,163174.889,1
052212_2,919.87,418.53999999999996,163183.234,1
052212_2,918.9,420.16999999999996,163191.694,1
052212_2,920.2,414.98,163200.01,1
052212_2,918.33,412.67999999999995,163208.231,1
052212_2,919.84,414.11,163216.63,1
052212_2,920.62,416.73,163225.058,1
052212_2,921.68,415.86,163233.399,1
052212_2,925.15,415.11,163241.629,1
052212_2,924.98,414.28999999999996,163249.985,1
052212_2,925.09,412.02,163258.429,1
052212_2,927.77,411.78999999999996,163266.63,1
052212_2,926.66,409.91999999999996,163275.006,1
052212_2,926.57,411.40999999999997,163283.31,1
052212_2,925,412.30999999999995,163292.053,1
052212_2,925.12,412.17999999999995,163299.992,1
052212_2,923.33,412.73,163308.374,1
052212_2,925.89,411.40999999999997,163316.705,1
052212_2,925.89,409.28999999999996,163325.188,1
052212_2,925.38,408.04999999999995,163333.395,1
052212_2,923.09,407.99,163341.812,1
052212_2,924.49,409.16999999999996,163350.1,1
052212_2,922.41,409.58000000000004,163358.517,1
052212_2,921.28,410.02,163366.787,1
052212_2,919.48,413.13,163375.122,1
052212_2,922.33,409.08000000000004,163383.984,1
052212_2,922.71,414.30999999999995,163391.962,1
052212_2,923.35,418.05999999999995,163400.152,1
052212_2,923.64,414.76,163408.451,1
052212_2,924.93,414.96000000000004,163416.909,1
052212_2,924.09,413.4,163425.173,1
052212_2,925.86,413.32000000000005,163433.474,1
052212_2,926.02,414.69000000000005,163441.859,1
052212_2,926.24,414.66999999999996,163450.213,1
052212_2,926.7,415.07000000000005,163458.555,1
052212_2,928.05,413.82000000000005,163466.897,1
052212_2,925.62,415.4,163475.334,1
052212_2,925.39,413.71000000000004,163483.591,1
052212_2,927.64,412.12,163491.926,1
052212_2,927.04,411.57000000000005,163500.272,1
052212_2,926.83,412.38,163508.589,1
052212_2,926.09,412.46000000000004,163516.878,1
052212_2,921.17,413.32000000000005,163525.293,1
052212_2,917.71,415.4,163533.602,1
052212_2,919.4,413.65999999999997,163541.977,1
052212_2,916.89,411.53999999999996,163550.24,1
052212_2,916.53,409.90999999999997,163558.614,1
052212_2,915.16,410.28,163567.015,1
052212_2,916.9,408.54999999999995,163575.355,1
052212_2,915.64,408.82000000000005,163583.612,1
052212_2,911.52,412.33000000000004,163592.007,1
052212_2,915.19,410.23,163600.391,1
052212_2,910.92,409.78,163608.725,1
052212_2,915.58,414.38,163616.975,1
052212_2,919.71,410.96000000000004,163625.637,1
052212_2,918.68,412.38,163633.73,1
052212_2,914.98,415.27,163642.102,1
052212_2,917.85,414.03,163650.339,1
052212_2,919.15,413.08000000000004,163658.808,1
052212_2,917.86,413.33000000000004,163667.127,1
052212_2,918.75,414.09000000000003,163675.348,1
052212_2,918.24,413.07000000000005,163683.73,1
052212_2,916.53,413.25,163692.154,1
052212_2,918.34,413.73,163700.514,1
052212_2,918.16,411.96000000000004,163708.761,1
052212_2,916.44,410.49,163717.108,1
052212_2,917.31,410.85,163725.543,1
052212_2,919.08,408.77,163733.887,1
052212_2,921.19,407.91999999999996,163742.142,1
052212_2,920.49,407.35,163750.495,1
052212_2,917.63,414.66999999999996,163758.885,1
052212_2,918.78,408.33000000000004,163767.265,1
052212_2,918.23,407.48,163775.503,1
052212_2,919.15,406.04999999999995,163783.874,1
052212_2,918.4,411.89,163792.288,1
052212_2,918.86,409.85,163800.488,1
052212_2,918.51,409.87,163808.87,1
052212_2,917.3,411.73,163817.823,1
052212_2,917.18,410.03999999999996,163825.611,1
052212_2,916.55,410.6,163833.851,1
052212_2,917.79,411.15999999999997,163842.217,1
052212_2,921.28,408.87,163850.563,1
052212_2,921.76,409.6,163858.986,1
052212_2,921.94,412.82000000000005,163867.241,1
052212_2,922.11,411.12,163875.632,1
052212_2,922.24,408.45000000000005,163883.953,1
052212_2,922.31,408.36,163892.45,1
052212_2,921.92,411.69000000000005,163900.64,1
052212_2,921.02,410.25,163908.997,1
052212_2,919.94,413.63,163917.347,1
052212_2,918.28,412.9,163925.634,1
052212_2,919.85,413.62,163934.011,1
052212_2,917.26,412.32000000000005,163942.338,1
052212_2,917.65,414.21000000000004,163950.724,1
052212_2,919.07,414,163958.983,1
052212_2,920.46,415.07000000000005,163967.386,1
052212_2,920.32,416.15,163975.732,1
052212_2,918.48,418.75,163984.107,1
052212_2,919.63,417.15999999999997,163992.457,1
052212_2,921.43,416.35,164000.824,1
052212_2,919.13,415.14,164009.123,1
052212_2,923.47,414.29999999999995,164017.446,1
052212_2,923.06,413.77,164025.766,1
052212_2,925.16,413.70000000000005,164034.142,1
052212_2,924.32,416.03,164042.487,1
052212_2,925.02,416.09000000000003,164050.833,1
052212_2,923.53,416.92999999999995,164059.508,1
052212_2,925.49,414.34000000000003,164067.508,1
052212_2,926.34,413.74,164075.867,1
052212_2,926.13,414.22,164084.099,1
052212_2,926.61,411.17999999999995,164092.565,1
052212_2,933.64,412.77,164100.89,1
052212_2,937.63,412.11,164109.213,1
052212_2,941.84,410.67999999999995,164117.476,1
052212_2,946.4,407.90999999999997,164125.948,1
052212_2,954.38,410.79999999999995,164134.26,1
052212_2,956.83,407.08000000000004,164142.617,1
052212_2,960.84,408.12,164150.852,1
052212_2,963.71,405.72,164159.341,1
052212_2,967.66,404.01,164167.653,1
052212_2,968.07,403.28,164175.954,1
052212_2,970.5,403,164184.253,1
052212_2,972.17,402.4,164192.64,1
052212_2,973.25,402.28,164200.991,1
052212_2,974.7,403.32000000000005,164209.19,1
052212_2,975.78,402.41999999999996,164217.614,1
052212_2,976.54,402.76,164226.041,1
052212_2,978.81,405.65,164234.345,1
052212_2,981.9,403.90999999999997,164242.593,1
052212_2,983.79,405.32000000000005,164250.979,1
052212_2,983.03,407.49,164259.389,1
052212_2,986.7,406.49,164267.757,1
052212_2,987.55,409.03,164275.987,1
052212_2,988.68,410.03999999999996,164284.339,1
052212_2,988.4,407.61,164292.901,1
052212_2,989.49,407.9,164301.102,1
052212_2,989.76,405.42999999999995,164309.362,1
052212_2,991.03,408.39,164317.712,1
052212_2,992.12,404.44000000000005,164326.16,1
052212_2,993.88,403.53,164334.38,1
052212_2,994.14,402.79999999999995,164342.924,1
052212_2,996.52,400.91999999999996,164351.108,1
052212_2,995.84,400.70000000000005,164359.541,1
052212_2,996.01,399.89,164367.815,1
052212_2,999.17,395.47,164376.696,1
052212_2,1006.68,392.80999999999995,164384.534,1
052212_2,1044.66,332.24,164392.888,1
052212_2,1105.71,318.77,164401.163,1
052212_2,1114.27,312.52,164409.47,1
