"sub_id","x","y","t","tria_id"
"lmu_child01",333,221,1558583468715781,"trial_sequence_A"
"lmu_child01",332,223,1558583468732404,"trial_sequence_A"
"lmu_child01",333,226,1558583468749152,"trial_sequence_A"
"lmu_child01",334,226,1558583468765775,"trial_sequence_A"
"lmu_child01",331,224,1558583468782397,"trial_sequence_A"
"lmu_child01",336,226,1558583468799021,"trial_sequence_A"
"lmu_child01",334,227,1558583468815644,"trial_sequence_A"
"lmu_child01",338,224,1558583468832389,"trial_sequence_A"
"lmu_child01",333,224,1558583468849013,"trial_sequence_A"
"lmu_child01",339,227,1558583468865636,"trial_sequence_A"
"lmu_child01",339,230,1558583468882258,"trial_sequence_A"
"lmu_child01",338,230,1558583468899006,"trial_sequence_A"
"lmu_child01",338,228,1558583468915626,"trial_sequence_A"
"lmu_child01",338,225,1558583468932253,"trial_sequence_A"
"lmu_child01",338,226,1558583468949000,"trial_sequence_A"
"lmu_child01",337,223,1558583468965621,"trial_sequence_A"
"lmu_child01",337,225,1558583468982121,"trial_sequence_A"
"lmu_child01",339,227,1558583468998867,"trial_sequence_A"
"lmu_child01",338,229,1558583469015490,"trial_sequence_A"
"lmu_child01",337,228,1558583469032113,"trial_sequence_A"
"lmu_child01",340,222,1558583469048863,"trial_sequence_A"
"lmu_child01",340,228,1558583469065486,"trial_sequence_A"
"lmu_child01",339,228,1558583469082107,"trial_sequence_A"
"lmu_child01",339,227,1558583469098730,"trial_sequence_A"
"lmu_child01",340,229,1558583469115480,"trial_sequence_A"
"lmu_child01",342,228,1558583469132102,"trial_sequence_A"
"lmu_child01",340,233,1558583469148725,"trial_sequence_A"
"lmu_child01",340,231,1558583469165486,"trial_sequence_A"
"lmu_child01",344,229,1558583469182111,"trial_sequence_A"
"lmu_child01",339,229,1558583469198733,"trial_sequence_A"
"lmu_child01",338,230,1558583469215384,"trial_sequence_A"
"lmu_child01",339,228,1558583469232097,"trial_sequence_A"
"lmu_child01",343,222,1558583469248591,"trial_sequence_A"
"lmu_child01",342,223,1558583469265348,"trial_sequence_A"
"lmu_child01",343,227,1558583469281958,"trial_sequence_A"
"lmu_child01",345,220,1558583469298708,"trial_sequence_A"
"lmu_child01",342,223,1558583469315343,"trial_sequence_A"
"lmu_child01",342,242,1558583469331955,"trial_sequence_A"
"lmu_child01",330,421,1558583469348575,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469365216,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469381892,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469398558,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469415248,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469431914,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469448587,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469465253,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469481919,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469498547,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469515213,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469531815,"trial_sequence_A"
"lmu_child01",NA,NA,1558583469548481,"trial_sequence_A"
"lmu_child01",347,235,1558583469565038,"trial_sequence_A"
"lmu_child01",347,235,1558583469581786,"trial_sequence_A"
"lmu_child01",344,234,1558583469598411,"trial_sequence_A"
"lmu_child01",348,235,1558583469615031,"trial_sequence_A"
"lmu_child01",349,239,1558583469631781,"trial_sequence_A"
"lmu_child01",347,235,1558583469648402,"trial_sequence_A"
"lmu_child01",350,239,1558583469665026,"trial_sequence_A"
"lmu_child01",350,241,1558583469681650,"trial_sequence_A"
"lmu_child01",351,240,1558583469698271,"trial_sequence_A"
"lmu_child01",352,239,1558583469714894,"trial_sequence_A"
"lmu_child01",356,246,1558583469731644,"trial_sequence_A"
"lmu_child01",355,247,1558583469748388,"trial_sequence_A"
"lmu_child01",361,246,1558583469764887,"trial_sequence_A"
"lmu_child01",361,249,1558583469781636,"trial_sequence_A"
"lmu_child01",382,370,1558583469798261,"trial_sequence_A"
"lmu_child01",374,374,1558583469814881,"trial_sequence_A"
"lmu_child01",384,391,1558583469831630,"trial_sequence_A"
"lmu_child01",380,381,1558583469848256,"trial_sequence_A"
"lmu_child01",384,390,1558583469864874,"trial_sequence_A"
"lmu_child01",384,394,1558583469881623,"trial_sequence_A"
"lmu_child01",386,400,1558583469898247,"trial_sequence_A"
"lmu_child01",390,401,1558583469914867,"trial_sequence_A"
"lmu_child01",395,401,1558583469931489,"trial_sequence_A"
"lmu_child01",393,408,1558583469948236,"trial_sequence_A"
"lmu_child01",398,414,1558583469964861,"trial_sequence_A"
"lmu_child01",400,416,1558583469981484,"trial_sequence_A"
"lmu_child01",404,417,1558583469998108,"trial_sequence_A"
"lmu_child01",406,425,1558583470014854,"trial_sequence_A"
"lmu_child01",407,425,1558583470031478,"trial_sequence_A"
"lmu_child01",411,435,1558583470048102,"trial_sequence_A"
"lmu_child01",409,435,1558583470064724,"trial_sequence_A"
"lmu_child01",414,437,1558583470081470,"trial_sequence_A"
"lmu_child01",414,500,1558583470098092,"trial_sequence_A"
"lmu_child01",431,574,1558583470114712,"trial_sequence_A"
"lmu_child01",430,571,1558583470131461,"trial_sequence_A"
"lmu_child01",428,588,1558583470148086,"trial_sequence_A"
"lmu_child01",431,588,1558583470164708,"trial_sequence_A"
"lmu_child01",432,588,1558583470181455,"trial_sequence_A"
"lmu_child01",434,597,1558583470198079,"trial_sequence_A"
"lmu_child01",435,598,1558583470214700,"trial_sequence_A"
"lmu_child01",440,603,1558583470231446,"trial_sequence_A"
"lmu_child01",438,611,1558583470248089,"trial_sequence_A"
"lmu_child01",439,611,1558583470264709,"trial_sequence_A"
"lmu_child01",442,614,1558583470281328,"trial_sequence_A"
"lmu_child01",446,618,1558583470297954,"trial_sequence_A"
"lmu_child01",446,621,1558583470314702,"trial_sequence_A"
"lmu_child01",446,622,1558583470331315,"trial_sequence_A"
"lmu_child01",447,627,1558583470347936,"trial_sequence_A"
"lmu_child01",449,632,1558583470364558,"trial_sequence_A"
"lmu_child01",451,639,1558583470381303,"trial_sequence_A"
"lmu_child01",453,640,1558583470397944,"trial_sequence_A"
"lmu_child01",452,648,1558583470414566,"trial_sequence_A"
"lmu_child01",449,645,1558583470431311,"trial_sequence_A"
"lmu_child01",454,654,1558583470447927,"trial_sequence_A"
"lmu_child01",456,656,1558583470464546,"trial_sequence_A"
"lmu_child01",457,660,1558583470481170,"trial_sequence_A"
"lmu_child01",459,670,1558583470497916,"trial_sequence_A"
"lmu_child01",462,672,1558583470514540,"trial_sequence_A"
"lmu_child01",464,671,1558583470531286,"trial_sequence_A"
"lmu_child01",465,676,1558583470547908,"trial_sequence_A"
"lmu_child01",463,681,1558583470564532,"trial_sequence_A"
"lmu_child01",466,683,1558583470581156,"trial_sequence_A"
"lmu_child01",467,688,1558583470597776,"trial_sequence_A"
"lmu_child01",469,690,1558583470614402,"trial_sequence_A"
"lmu_child01",469,691,1558583470631025,"trial_sequence_A"
"lmu_child01",469,694,1558583470647771,"trial_sequence_A"
"lmu_child01",473,694,1558583470664393,"trial_sequence_A"
"lmu_child01",473,695,1558583470681143,"trial_sequence_A"
"lmu_child01",473,695,1558583470697768,"trial_sequence_A"
"lmu_child01",473,699,1558583470714387,"trial_sequence_A"
"lmu_child01",478,697,1558583470731011,"trial_sequence_A"
"lmu_child01",475,698,1558583470747756,"trial_sequence_A"
"lmu_child01",476,698,1558583470764380,"trial_sequence_A"
"lmu_child01",473,697,1558583470781007,"trial_sequence_A"
"lmu_child01",476,697,1558583470797752,"trial_sequence_A"
"lmu_child01",476,695,1558583470814375,"trial_sequence_A"
"lmu_child01",475,698,1558583470830999,"trial_sequence_A"
"lmu_child01",479,700,1558583470847743,"trial_sequence_A"
"lmu_child01",478,699,1558583470864243,"trial_sequence_A"
"lmu_child01",479,697,1558583470880989,"trial_sequence_A"
"lmu_child01",481,698,1558583470897612,"trial_sequence_A"
"lmu_child01",480,697,1558583470914236,"trial_sequence_A"
"lmu_child01",483,699,1558583470930985,"trial_sequence_A"
"lmu_child01",485,699,1558583470947608,"trial_sequence_A"
"lmu_child01",485,700,1558583470964236,"trial_sequence_A"
"lmu_child01",488,701,1558583470980854,"trial_sequence_A"
"lmu_child01",490,702,1558583470997602,"trial_sequence_A"
"lmu_child01",493,699,1558583471014226,"trial_sequence_A"
"lmu_child01",496,697,1558583471030848,"trial_sequence_A"
"lmu_child01",497,700,1558583471047470,"trial_sequence_A"
"lmu_child01",498,693,1558583471064218,"trial_sequence_A"
"lmu_child01",500,697,1558583471080842,"trial_sequence_A"
"lmu_child01",501,696,1558583471097465,"trial_sequence_A"
"lmu_child01",502,701,1558583471114086,"trial_sequence_A"
"lmu_child01",502,699,1558583471130835,"trial_sequence_A"
"lmu_child01",502,692,1558583471147460,"trial_sequence_A"
"lmu_child01",503,691,1558583471164082,"trial_sequence_A"
"lmu_child01",504,694,1558583471180705,"trial_sequence_A"
"lmu_child01",507,694,1558583471197454,"trial_sequence_A"
"lmu_child01",500,689,1558583471214074,"trial_sequence_A"
"lmu_child01",501,692,1558583471230695,"trial_sequence_A"
"lmu_child01",NA,NA,NA,"trial_sequence_A"
"lmu_child01",499,694,1558583471247319,"trial_sequence_A"
"lmu_child01",495,691,1558583471264068,"trial_sequence_A"
"lmu_child01",496,694,1558583471280690,"trial_sequence_A"
"lmu_child01",497,695,1558583471297314,"trial_sequence_A"
"lmu_child01",491,688,1558583471313937,"trial_sequence_A"
"lmu_child01",489,688,1558583471330558,"trial_sequence_A"
"lmu_child01",492,691,1558583471347316,"trial_sequence_A"
"lmu_child01",488,690,1558583471363984,"trial_sequence_A"
"lmu_child01",488,687,1558583471380567,"trial_sequence_A"
"lmu_child01",490,689,1558583471397175,"trial_sequence_A"
"lmu_child01",490,691,1558583471413923,"trial_sequence_A"
"lmu_child01",488,690,1558583471430546,"trial_sequence_A"
"lmu_child01",490,692,1558583471447166,"trial_sequence_A"
"lmu_child01",491,693,1558583471463806,"trial_sequence_A"
"lmu_child01",491,693,1558583471480555,"trial_sequence_A"
"lmu_child01",463,702,1558583471497170,"trial_sequence_A"
"lmu_child01",NA,NA,1558583471513799,"trial_sequence_A"
"lmu_child01",476,704,1558583471530415,"trial_sequence_A"
"lmu_child01",471,703,1558583471547155,"trial_sequence_A"
"lmu_child01",478,702,1558583471563779,"trial_sequence_A"
"lmu_child01",478,703,1558583471580400,"trial_sequence_A"
"lmu_child01",476,703,1558583471597022,"trial_sequence_A"
"lmu_child01",482,701,1558583471613769,"trial_sequence_A"
"lmu_child01",484,699,1558583471630397,"trial_sequence_A"
"lmu_child01",480,697,1558583471647015,"trial_sequence_A"
"lmu_child01",485,699,1558583471663636,"trial_sequence_A"
"lmu_child01",484,699,1558583471680262,"trial_sequence_A"
"lmu_child01",485,700,1558583471697010,"trial_sequence_A"
"lmu_child01",483,701,1558583471713631,"trial_sequence_A"
"lmu_child01",484,701,1558583471730379,"trial_sequence_A"
"lmu_child01",481,699,1558583471747002,"trial_sequence_A"
"lmu_child01",485,697,1558583471763625,"trial_sequence_A"
"lmu_child01",485,700,1558583471780248,"trial_sequence_A"
"lmu_child01",484,700,1558583471796884,"trial_sequence_A"
"lmu_child01",484,701,1558583471813621,"trial_sequence_A"
"lmu_child01",485,701,1558583471830241,"trial_sequence_A"
"lmu_child01",485,706,1558583471846876,"trial_sequence_A"
"lmu_child01",481,705,1558583471863613,"trial_sequence_A"
"lmu_child01",486,702,1558583471880232,"trial_sequence_A"
"lmu_child01",486,703,1558583471896869,"trial_sequence_A"
"lmu_child01",483,699,1558583471913480,"trial_sequence_A"
"lmu_child01",484,701,1558583471930227,"trial_sequence_A"
"lmu_child01",483,705,1558583471946862,"trial_sequence_A"
"lmu_child01",482,704,1558583471963475,"trial_sequence_A"
